MSZoning,LotFrontage,LotArea,Street,Alley,Utilities,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,ScreenPorch,PoolQC,Fence,MiscFeature,SalePrice
RL,71.0,8520,Pave,,AllPub,5,4,0.0,TA,Fa,TA,No,910,Fa,Y,910,475,1385,0,2,4,1,TA,6,0,,2,720,TA,0,0,0,,MnPrv,,166000
RL,78.0,10335,Pave,,AllPub,7,5,183.0,Gd,TA,Gd,Gd,1490,Ex,Y,1501,0,1501,1,2,3,1,Gd,6,0,,2,577,TA,144,29,0,,,,204000
RM,70.0,9100,Pave,,AllPub,5,5,336.0,TA,TA,TA,No,1728,TA,Y,1728,0,1728,1,2,6,2,TA,10,0,,2,504,TA,0,0,0,,,,125000
RM,24.0,2522,Pave,,AllPub,6,5,50.0,Gd,TA,Gd,No,970,Ex,Y,970,739,1709,0,2,3,1,Gd,7,0,,2,380,TA,0,40,0,,,,130000
RM,51.0,6120,Pave,,AllPub,5,7,0.0,TA,TA,TA,No,715,TA,Y,875,0,875,1,1,2,1,TA,5,0,,1,180,Fa,48,0,0,,,,105000
RL,,9505,Pave,,AllPub,7,5,180.0,Gd,TA,Gd,No,884,Ex,Y,884,1151,2035,0,2,3,1,Gd,8,1,Gd,2,434,TA,144,48,0,,,,222500
RL,63.0,7500,Pave,,AllPub,7,5,120.0,TA,TA,Gd,No,1080,Ex,Y,1080,0,1080,1,1,3,1,Gd,6,0,,0,0,,0,0,0,,,,141000
RM,,6240,Pave,,AllPub,5,4,0.0,TA,TA,Gd,No,896,Gd,Y,896,448,1344,0,1,3,1,TA,7,0,,1,240,Fa,200,114,0,,,,115000
RL,120.0,10356,Pave,,AllPub,5,6,0.0,TA,TA,TA,Av,969,TA,Y,969,0,969,0,1,3,1,TA,5,0,,2,440,TA,0,0,0,,MnPrv,,122000
RL,107.0,13891,Pave,,AllPub,8,5,436.0,Gd,TA,Ex,Gd,1710,Ex,Y,1710,0,1710,1,2,2,1,Gd,6,1,Gd,3,866,TA,0,102,0,,,,372402
RL,,14803,Pave,,AllPub,6,5,252.0,TA,TA,TA,No,825,Gd,Y,1097,896,1993,0,2,4,1,TA,8,1,Gd,2,495,TA,0,66,0,,GdWo,,190000
RL,,13500,Pave,,AllPub,6,7,0.0,TA,TA,Gd,Gd,1602,Gd,Y,1252,0,1252,1,1,1,1,TA,4,1,Gd,2,564,TA,409,0,0,,,,235000
RM,84.0,11340,Pave,,AllPub,6,5,0.0,TA,TA,TA,No,1200,TA,Y,1200,0,1200,0,1,4,1,TA,7,0,,1,312,Fa,0,0,0,,,,125000
RL,60.0,9600,Pave,,AllPub,6,5,0.0,TA,TA,TA,No,572,Fa,N,572,524,1096,0,1,2,1,TA,5,0,,0,0,,0,8,0,,,,79000
RL,60.0,7200,Pave,,AllPub,5,7,0.0,TA,TA,,,0,TA,Y,1040,0,1040,0,1,2,1,TA,5,0,,2,625,TA,0,0,0,,,,109500
RL,92.0,12003,Pave,,AllPub,8,5,84.0,Gd,TA,Ex,No,774,Ex,Y,774,1194,1968,0,2,4,1,Ex,8,1,Gd,3,680,TA,0,75,0,,,,269500
FV,100.0,12552,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,991,Ex,Y,991,956,1947,0,2,3,1,Gd,8,1,Gd,2,678,TA,0,136,0,,GdWo,,254900
RL,134.0,19378,Pave,,AllPub,7,5,456.0,Gd,TA,Gd,Mn,1392,Ex,Y,1392,1070,2462,1,2,4,1,Gd,9,1,Gd,2,576,TA,239,132,0,,,,320000
RL,,11120,Pave,,AllPub,6,6,0.0,TA,TA,Gd,No,1232,TA,Y,1232,0,1232,0,2,3,1,TA,6,0,,2,516,TA,0,0,0,,,,162500
RL,110.0,13688,Pave,,AllPub,9,5,664.0,Gd,TA,Ex,Av,1572,Ex,Y,1572,1096,2668,1,2,3,1,Ex,10,2,Gd,3,726,TA,400,0,0,,,,412500
RL,95.0,12182,Pave,,AllPub,7,5,226.0,Gd,TA,Gd,Mn,1541,Ex,Y,1541,0,1541,0,2,3,1,Gd,7,1,Gd,2,532,TA,0,70,0,,,,220000
RL,55.0,5500,Pave,,AllPub,4,6,0.0,TA,TA,TA,No,882,Ex,Y,882,0,882,0,1,1,1,TA,4,0,,0,0,,0,0,0,,MnPrv,,103200
RM,40.0,5400,Pave,Pave,AllPub,6,7,0.0,TA,Gd,TA,Mn,1149,Gd,Y,1149,467,1616,0,2,3,1,Gd,5,0,,1,216,TA,0,0,0,,,,152000
RL,62.0,10106,Pave,,AllPub,5,7,0.0,TA,Gd,TA,No,644,Gd,Y,808,547,1355,1,2,4,2,TA,6,0,,0,0,,140,0,0,,,,127500
RL,,10708,Pave,,AllPub,5,5,0.0,Gd,TA,TA,No,1617,Ex,Y,1867,0,1867,1,1,2,1,TA,7,3,Gd,1,303,TA,476,0,142,,GdWo,,190000
RL,86.0,10562,Pave,,AllPub,8,5,300.0,Gd,TA,Ex,No,1582,Ex,Y,1610,551,2161,1,1,3,1,Ex,8,1,Gd,3,789,TA,178,120,0,,,,325624
RL,62.0,8244,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,840,Ex,Y,840,880,1720,0,2,3,1,Gd,7,1,Gd,2,440,TA,100,48,0,,,,183500
RL,,16669,Pave,,AllPub,8,6,653.0,Gd,TA,Gd,No,1686,TA,Y,1707,0,1707,0,2,2,1,TA,6,1,TA,2,511,TA,574,64,0,,,,228000
RM,,12358,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,720,TA,Y,854,0,1382,0,1,2,1,TA,7,0,,2,660,TA,237,0,0,,,,128500
RL,141.0,31770,Pave,,AllPub,6,5,112.0,TA,TA,TA,Gd,1080,Fa,Y,1656,0,1656,1,1,3,1,TA,7,2,Gd,2,528,TA,210,62,0,,,,215000
RL,44.0,5306,Pave,,AllPub,7,7,0.0,Gd,Gd,Gd,No,1064,Gd,Y,1064,703,1767,1,2,2,1,Gd,5,1,TA,2,504,Gd,441,35,0,,,,239000
RL,80.0,10197,Pave,,AllPub,6,5,491.0,TA,TA,TA,No,1362,TA,Y,1362,0,1362,1,1,3,1,TA,6,1,TA,2,504,TA,0,20,0,,,,163000
RL,47.0,12416,Pave,,AllPub,6,5,132.0,TA,TA,Gd,No,1606,TA,Y,1651,0,1651,1,2,3,1,TA,7,1,TA,2,616,TA,192,0,0,,,,184000
RL,84.0,12615,Pave,,AllPub,6,7,0.0,TA,TA,TA,Av,1202,TA,Y,2158,0,2158,1,2,4,1,Gd,7,1,Gd,2,576,TA,0,29,0,,MnPrv,,243000
RL,97.0,10029,Pave,,AllPub,6,5,268.0,Gd,TA,Gd,No,1151,TA,Y,1164,896,2060,0,2,4,1,TA,8,1,TA,2,521,TA,0,228,192,,,,211000
RL,,13650,Pave,,AllPub,5,5,0.0,Gd,Gd,TA,No,1052,Ex,Y,1252,668,1920,1,2,4,1,Gd,8,1,Gd,2,451,TA,0,0,0,,,,172500
RL,63.0,17423,Pave,,AllPub,9,5,748.0,Ex,TA,Ex,No,2216,Ex,Y,2234,0,2234,1,2,1,1,Ex,9,1,Gd,3,1166,TA,0,60,0,,,,501837
RM,60.0,8520,Pave,,AllPub,5,6,0.0,Gd,TA,TA,No,968,TA,Y,968,0,968,0,1,2,1,TA,5,0,,2,480,Fa,0,0,0,,,,100000
FV,,2117,Pave,,AllPub,6,5,456.0,Gd,TA,Gd,No,756,Ex,Y,769,756,1525,0,2,3,1,Gd,5,1,TA,2,440,TA,0,0,0,,,,177000
RL,54.0,7588,Pave,,AllPub,7,6,0.0,TA,TA,Fa,No,793,Gd,Y,901,901,1802,0,1,4,1,TA,9,1,Gd,1,216,Fa,0,0,0,,,,200100
RL,60.0,9060,Pave,,AllPub,5,6,98.0,TA,TA,,,0,Ex,Y,1340,0,1340,0,1,3,1,TA,7,1,Gd,1,252,TA,116,0,0,,MnPrv,,120000
RM,63.0,11426,Pave,,AllPub,7,5,0.0,TA,TA,Gd,No,1362,Ex,Y,1362,720,2082,0,2,3,1,Gd,6,0,,2,484,TA,280,238,0,,,,200000
RL,92.0,7438,Pave,,AllPub,5,8,0.0,TA,TA,Fa,No,504,Gd,Y,936,316,1252,0,1,3,1,TA,5,0,,2,576,TA,104,0,0,,MnPrv,,127000
RM,90.0,22950,Pave,,AllPub,10,9,0.0,Gd,Gd,TA,Mn,1107,Ex,Y,1518,1518,3608,0,2,4,1,Ex,12,2,TA,3,840,Ex,0,260,410,,GdPrv,,475000
RL,,9947,Pave,,AllPub,7,5,0.0,TA,TA,Gd,Av,1188,Ex,Y,1217,0,1217,1,2,3,1,Gd,6,0,,2,497,TA,168,27,0,,GdPrv,,173000
RL,60.0,10410,Pave,,AllPub,5,7,0.0,TA,TA,Fa,No,660,Ex,Y,808,704,1656,0,2,3,1,TA,8,0,,1,180,Fa,0,0,0,,MnPrv,,135000
RL,64.0,7018,Pave,,AllPub,5,5,275.0,TA,TA,Gd,Av,1086,TA,Y,1224,0,1224,2,0,2,2,TA,6,2,TA,2,528,TA,120,0,0,,,,153337
RL,41.0,4923,Pave,,AllPub,8,5,0.0,Gd,TA,Ex,Av,1593,Ex,Y,1593,0,1593,1,1,0,1,Ex,5,1,Gd,2,682,TA,0,120,224,,,,286000
RL,70.0,10570,Pave,,AllPub,8,8,0.0,Gd,TA,Gd,No,853,TA,Y,1549,1178,2727,0,2,3,1,Gd,10,2,TA,2,440,TA,0,74,0,,,,315000
RL,,7472,Pave,,AllPub,7,9,138.0,TA,TA,TA,No,725,Gd,Y,725,754,1479,1,1,4,1,Gd,7,0,,2,484,TA,0,32,0,,,,184000
RL,68.0,9017,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,Av,1431,Ex,Y,1431,0,1431,1,2,3,1,Gd,6,0,,2,666,TA,0,35,0,,,,192000
RM,24.0,2522,Pave,,AllPub,7,5,50.0,Gd,TA,Gd,No,970,Ex,Y,970,739,1709,0,2,3,1,Gd,7,0,,2,380,TA,0,40,0,,,,130000
RL,60.0,7180,Pave,,AllPub,5,7,0.0,TA,TA,TA,Av,864,TA,Y,864,0,864,0,1,3,1,TA,5,0,,1,352,TA,0,0,0,,,,127000
RL,24.0,2280,Pave,,AllPub,6,6,0.0,TA,TA,Gd,No,855,TA,Y,855,601,1456,0,2,3,1,TA,7,1,TA,2,440,TA,87,0,0,,,,148500
RL,79.0,9416,Pave,,AllPub,7,5,205.0,Ex,TA,Ex,No,1726,Ex,Y,1726,0,1726,1,2,3,1,Ex,8,1,Gd,3,786,TA,171,138,266,,,,311872
RL,174.0,25419,Pave,,AllPub,8,4,0.0,Gd,Gd,TA,No,1360,Gd,Y,1360,1360,3112,1,2,4,1,Gd,8,1,Ex,2,795,TA,0,16,0,Ex,GdPrv,,235000
RM,92.0,5520,Pave,,AllPub,6,6,0.0,TA,TA,TA,No,755,Ex,Y,929,929,2229,0,1,5,1,TA,8,0,,0,0,,0,198,0,,MnPrv,,104000
RL,76.0,9591,Pave,,AllPub,8,5,262.0,Gd,TA,Ex,Av,1713,Ex,Y,1713,0,1713,1,2,3,1,Ex,7,1,Gd,3,856,TA,0,26,170,,,,274900
RM,80.0,8546,Pave,,AllPub,4,5,0.0,TA,TA,Gd,No,1121,Ex,Y,1121,0,1121,0,2,2,1,TA,5,0,,2,440,TA,132,64,0,,,,140000
RL,75.0,10125,Pave,,AllPub,6,6,0.0,TA,TA,TA,No,1196,TA,Y,1279,0,1279,0,2,3,1,TA,6,2,Fa,2,473,TA,238,83,0,,MnPrv,,171500
RL,50.0,7000,Pave,,AllPub,6,6,0.0,TA,Gd,Fa,No,617,Gd,Y,865,445,1310,0,2,2,1,TA,6,0,,1,398,TA,0,0,0,,,,112000
RM,,4438,Pave,,AllPub,6,5,205.0,Gd,TA,Gd,Av,848,Ex,Y,848,0,848,1,1,1,1,Gd,3,1,Gd,2,420,TA,149,0,0,,,,149000
RM,50.0,3500,Pave,Grvl,AllPub,5,7,0.0,TA,TA,TA,No,720,TA,Y,720,564,1284,0,1,2,1,TA,5,0,,1,240,TA,0,35,0,,MnWw,,110000
RL,99.0,11851,Pave,,AllPub,7,5,0.0,TA,TA,Gd,No,1424,Ex,Y,1442,0,1442,0,2,3,1,TA,5,0,,2,500,TA,0,34,0,,,,180500
RL,40.0,13673,Pave,,AllPub,5,5,0.0,TA,Gd,TA,No,1140,TA,Y,1696,0,1696,0,1,3,1,TA,8,1,TA,1,349,TA,0,30,0,,,,143900
RL,,12493,Pave,,AllPub,4,5,0.0,TA,TA,TA,No,1100,TA,Y,1100,0,1100,1,1,3,1,TA,6,1,Po,1,312,TA,355,0,0,,GdWo,,141000
RL,,14364,Pave,,AllPub,7,5,128.0,Gd,TA,Gd,Gd,1157,Ex,Y,1180,882,2062,1,2,3,1,TA,7,1,Gd,2,454,TA,60,55,154,,,,277000
RL,75.0,8250,Pave,,AllPub,6,7,260.0,TA,TA,Gd,No,1092,Ex,Y,1092,0,1092,1,1,3,1,TA,6,0,,2,504,TA,0,0,0,,MnPrv,,145000
RL,67.0,5604,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,864,TA,N,864,0,864,1,1,2,1,TA,5,0,,0,0,,0,0,0,,,,98000
RL,83.0,10420,Pave,,AllPub,6,5,0.0,TA,TA,Gd,Mn,1212,Ex,Y,1212,0,1212,0,2,3,1,Gd,6,0,,2,460,TA,100,22,0,,,,186000
FV,72.0,8640,Pave,,AllPub,7,5,0.0,TA,TA,Gd,No,900,Ex,Y,932,920,1852,1,2,3,1,Gd,7,1,TA,2,644,TA,168,108,0,,,,252678
RL,43.0,13568,Pave,,AllPub,5,5,0.0,TA,TA,Gd,No,990,Ex,Y,990,0,990,0,1,3,1,TA,5,0,,2,576,TA,224,0,0,,,,156000
RL,,10900,Pave,,AllPub,6,7,153.0,TA,TA,Gd,No,689,Ex,Y,689,703,1392,0,1,3,1,TA,6,0,,1,299,TA,0,36,0,,MnPrv,Shed,161750
RL,72.0,10011,Pave,,AllPub,5,6,64.0,TA,TA,TA,No,1070,TA,Y,1236,0,1236,0,1,2,1,Gd,6,1,Fa,1,447,TA,0,0,0,,MnPrv,,134450
RL,65.0,8450,Pave,,AllPub,7,5,266.0,Gd,TA,Gd,Mn,1436,Ex,Y,1436,0,1436,1,2,3,1,Gd,8,0,,2,484,TA,139,98,0,,,,210000
RM,57.0,9906,Pave,Grvl,AllPub,4,4,0.0,TA,TA,TA,No,686,Fa,N,810,518,1328,0,1,3,1,TA,8,0,,1,210,TA,0,172,0,,,,107000
RL,,15660,Pave,,AllPub,7,9,312.0,Gd,Gd,TA,No,798,Ex,Y,1137,817,1954,0,1,3,1,Gd,8,2,TA,2,431,TA,0,119,0,,,,311500
RL,43.0,3010,Pave,,AllPub,7,5,16.0,Gd,TA,Gd,Av,1248,Ex,Y,1248,0,1248,0,2,2,1,Gd,5,0,,2,438,TA,108,0,0,,,,167240
RL,73.0,8990,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,Mn,1498,Ex,Y,1498,0,1498,0,2,2,1,Gd,5,0,,2,675,TA,351,33,0,,,,204900
RL,,8068,Pave,,AllPub,6,5,0.0,Gd,TA,Gd,No,1010,Ex,Y,1010,1257,2267,0,2,4,1,Gd,8,1,TA,2,390,TA,120,46,0,,,,200000
RL,85.0,11475,Pave,,AllPub,6,6,0.0,TA,TA,Gd,No,713,TA,Y,811,741,1552,1,2,3,1,TA,6,1,TA,2,434,TA,209,208,0,,MnPrv,,179900
RL,70.0,10500,Pave,,AllPub,4,6,0.0,TA,TA,TA,No,864,Gd,Y,864,0,864,0,1,2,1,TA,4,0,,2,576,TA,216,0,0,,,,97000
RL,103.0,13472,Pave,,AllPub,10,5,922.0,Ex,TA,Ex,Gd,2392,Ex,Y,2392,0,2392,0,2,3,1,Ex,8,1,Ex,3,968,TA,248,105,0,,,,386250
RM,21.0,1680,Pave,,AllPub,5,5,142.0,TA,TA,TA,No,630,TA,Y,630,672,1302,0,2,3,1,TA,6,0,,1,280,TA,0,0,0,,,,112000
RL,82.0,9950,Pave,,AllPub,7,5,290.0,Gd,TA,Gd,No,1203,Ex,Y,1214,1306,2520,0,2,4,1,Gd,9,1,TA,3,721,TA,224,114,0,,,,290000
RM,21.0,1869,Pave,,AllPub,6,6,127.0,TA,TA,TA,No,483,TA,Y,483,504,987,0,1,2,1,TA,5,0,,1,280,TA,0,0,0,,,,106000
RL,70.0,8521,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,912,TA,Y,912,0,912,0,1,3,1,TA,5,1,Fa,1,336,TA,0,0,0,,MnPrv,,125000
RL,43.0,3182,Pave,,AllPub,7,5,16.0,Gd,TA,Gd,Av,1373,Ex,Y,1555,0,1555,0,2,2,1,Gd,7,1,TA,2,430,TA,143,20,0,,,,192500
RL,73.0,8760,Pave,,AllPub,6,6,220.0,TA,TA,TA,No,1194,TA,Y,1194,0,1194,1,1,3,1,TA,6,0,,1,312,TA,0,0,0,,,,148000
RL,174.0,15138,Pave,,AllPub,8,5,506.0,Gd,TA,Gd,No,1462,Ex,Y,1490,1304,2794,1,2,4,1,Ex,9,1,TA,3,810,TA,0,146,0,,,,403000
RM,21.0,1680,Pave,,AllPub,6,5,297.0,TA,TA,TA,No,483,TA,Y,483,504,987,0,1,2,1,TA,5,1,Po,1,288,TA,0,0,0,,,,94500
RL,75.0,10650,Pave,,AllPub,5,6,0.0,TA,TA,TA,Av,894,TA,Y,894,0,894,1,1,3,1,TA,5,0,,1,308,TA,365,0,0,,MnPrv,,128200
RL,,7851,Pave,,AllPub,6,5,,Gd,TA,Gd,No,860,Ex,Y,860,1100,1960,1,2,4,1,Gd,8,2,TA,2,440,TA,288,48,0,,,,216500
RM,21.0,1680,Pave,,AllPub,6,3,604.0,TA,TA,TA,No,483,TA,Y,483,504,987,0,1,2,1,TA,5,0,,1,264,TA,0,0,0,,,,89500
RL,65.0,8773,Pave,,AllPub,7,5,98.0,Gd,TA,Gd,Av,1414,Ex,Y,1414,0,1414,0,2,3,1,Gd,6,0,,2,494,TA,132,105,0,,,,185500
RL,,9453,Pave,,AllPub,7,7,0.0,Gd,TA,Gd,No,996,Ex,Y,1014,730,1744,0,2,3,1,Gd,7,0,,2,457,TA,370,70,0,,,,194500
RL,93.0,12030,Pave,,AllPub,8,5,254.0,Ex,TA,Ex,No,1694,Ex,Y,1694,0,1694,0,2,3,1,Gd,7,0,,3,818,TA,168,228,0,,,,318000
RL,52.0,8741,Pave,,AllPub,6,4,0.0,TA,TA,TA,No,735,TA,Y,798,689,1487,0,1,3,1,TA,7,1,Gd,1,220,TA,0,140,0,,MnPrv,,113000
FV,75.0,9000,Pave,,AllPub,8,5,36.0,Gd,TA,Gd,Av,1566,Ex,Y,1566,0,1566,1,2,3,1,Gd,7,0,,2,750,TA,144,168,0,,,,262500
RM,40.0,3880,Pave,,AllPub,5,9,0.0,TA,Gd,TA,No,686,Gd,Y,866,0,866,0,1,2,1,Gd,4,0,,0,0,,58,42,0,,,,110500
RM,63.0,5000,Pave,,AllPub,5,4,0.0,TA,TA,TA,No,540,Gd,N,889,551,1440,0,1,3,1,TA,6,0,,1,352,Fa,0,0,0,,,,79000
RL,75.0,10762,Pave,,AllPub,6,6,0.0,TA,TA,Gd,No,626,TA,Y,626,591,1217,0,1,3,1,TA,6,1,TA,1,288,TA,0,28,0,,,,120000
RL,,8880,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,948,Ex,Y,1222,888,2110,1,2,3,1,Gd,8,2,Fa,2,463,TA,0,130,0,,,,205000
RL,80.0,10400,Pave,,AllPub,7,5,102.0,TA,TA,Gd,Av,1845,Gd,Y,1872,0,1872,0,2,3,1,TA,6,1,TA,2,604,TA,197,39,0,,,,241500
RM,69.0,9142,Pave,Grvl,AllPub,6,8,0.0,TA,Fa,Fa,No,1020,Gd,N,908,1020,1928,0,2,4,2,Fa,9,0,,1,440,Po,0,60,0,,,,137000
RL,75.0,11310,Pave,,AllPub,6,5,0.0,TA,TA,TA,No,1367,Ex,Y,1375,0,1375,0,1,2,1,TA,5,1,TA,2,451,TA,0,30,0,,,,140000
RL,72.0,11317,Pave,,AllPub,7,5,101.0,Gd,TA,Gd,No,840,Ex,Y,840,828,1668,0,2,3,1,Gd,8,0,,2,500,TA,144,68,0,,,,180000
RL,,159000,Pave,,AllPub,6,7,472.0,Gd,TA,Gd,Gd,1444,Gd,Y,1444,700,2144,0,2,4,1,Gd,7,2,TA,2,389,TA,0,98,0,,,Shed,277000
RL,55.0,5350,Pave,,AllPub,3,2,0.0,TA,Po,TA,No,728,Ex,Y,1306,0,1306,0,1,3,1,Fa,6,0,,0,0,,263,0,0,,GdWo,Shed,76500
RM,44.0,4750,Pave,,AllPub,8,5,481.0,Gd,TA,Gd,Gd,1573,Ex,Y,1625,0,1625,1,2,2,1,Gd,5,1,Gd,2,538,TA,123,0,153,,,,235000
RL,65.0,8366,Pave,,AllPub,6,5,0.0,Gd,TA,Gd,No,798,Ex,Y,798,842,1640,0,2,3,1,Gd,6,0,,2,520,TA,138,45,0,,,,173000
RL,85.0,9350,Pave,,AllPub,6,7,108.0,TA,TA,Gd,Gd,1302,Ex,Y,1302,0,1302,0,2,3,1,Gd,7,0,,1,309,TA,333,0,0,,MnPrv,,158000
RL,70.0,8400,Pave,,AllPub,5,6,0.0,TA,Gd,TA,No,1314,TA,Y,1314,0,1314,1,1,3,1,TA,5,0,,1,294,TA,250,0,0,,,,145000
RL,66.0,8738,Pave,,AllPub,7,5,302.0,Gd,TA,Gd,No,975,Ex,Y,1005,1286,2291,0,2,4,1,Gd,8,1,TA,2,429,TA,192,0,0,,,,230000
FV,64.0,8791,Pave,,AllPub,6,5,0.0,Gd,TA,Gd,No,864,Ex,Y,864,864,1728,0,2,3,1,Gd,7,0,,2,673,TA,216,56,0,,,,207500
RL,68.0,8814,Pave,,AllPub,7,5,180.0,Gd,TA,Gd,No,1604,Ex,Y,1604,0,1604,1,2,3,1,Gd,8,1,Gd,2,660,TA,123,110,0,,,,220000
RL,80.0,12435,Pave,,AllPub,7,5,172.0,Gd,TA,Gd,No,963,Ex,Y,963,829,1792,0,2,3,1,Gd,7,1,TA,2,564,TA,0,96,0,,,,231500
RM,70.0,12702,Pave,,AllPub,5,5,0.0,TA,TA,,,0,Gd,Y,882,0,882,0,1,2,1,TA,4,0,,1,308,TA,0,45,0,,,,97000
RL,120.0,19296,Pave,,AllPub,6,5,399.0,TA,TA,TA,Gd,1362,TA,Y,1382,0,1382,1,1,3,1,TA,6,1,TA,2,884,TA,0,0,0,,GdWo,,176000
RL,69.0,9588,Pave,,AllPub,8,5,270.0,Gd,TA,Ex,No,1482,Ex,Y,1482,1092,2574,0,2,3,1,Ex,10,1,Gd,3,868,TA,0,148,0,,,,276000
RL,88.0,8471,Pave,,AllPub,6,7,46.0,TA,TA,Gd,Av,506,TA,Y,1212,0,1212,1,1,3,1,TA,6,1,TA,2,492,TA,292,12,0,,GdWo,,151000
RM,50.0,5500,Pave,,AllPub,5,7,0.0,TA,TA,TA,No,926,TA,Y,926,0,1316,1,1,3,1,TA,6,0,,2,484,TA,0,0,0,,,,130000
RM,30.0,5232,Pave,Grvl,AllPub,5,5,0.0,TA,TA,Fa,No,680,Gd,N,764,0,764,0,1,2,1,TA,4,0,,2,504,TA,0,0,0,,,,73000
RL,78.0,12090,Pave,,AllPub,6,6,210.0,TA,Gd,Gd,No,1422,TA,Y,1422,0,1422,0,2,3,1,Gd,7,1,TA,2,576,TA,276,0,0,,GdPrv,,175500
RL,70.0,11207,Pave,,AllPub,6,5,0.0,TA,TA,Gd,Av,802,Gd,Y,802,709,1511,1,2,3,1,TA,8,1,TA,2,413,TA,95,75,0,,,,185000
RL,60.0,8400,Pave,,AllPub,5,8,0.0,TA,TA,TA,No,720,Ex,Y,1052,720,2192,0,2,4,1,Gd,8,1,Gd,1,240,TA,262,24,0,,,,179500
RM,71.0,6900,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,740,Ex,Y,778,0,778,0,1,2,1,TA,4,1,Gd,1,924,Ex,0,25,0,,,,120500
RL,,7917,Pave,,AllPub,6,7,174.0,TA,Gd,TA,No,1143,TA,Y,1113,0,1113,1,1,3,1,TA,6,1,Fa,1,504,TA,370,30,0,,GdPrv,,148000
FV,84.0,10728,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,Mn,1095,Gd,Y,1095,844,1939,0,2,3,1,Gd,8,1,Gd,3,1053,TA,192,51,0,,,,266000
RL,73.0,39104,Pave,,AllPub,7,7,0.0,TA,TA,Gd,Gd,1385,Ex,Y,1363,0,1363,1,1,2,1,TA,5,2,TA,2,439,TA,81,0,0,,,,241500
RL,92.0,11764,Pave,,AllPub,8,7,348.0,Gd,TA,Gd,No,1152,Ex,Y,1164,1106,2270,0,2,4,1,Gd,9,1,Gd,3,671,TA,132,57,0,,,,290000
RL,80.0,9600,Pave,,AllPub,6,6,183.0,TA,TA,TA,No,1240,Gd,Y,1632,0,1632,1,2,3,1,TA,6,1,Gd,1,338,TA,289,0,0,,MnPrv,,139000
RL,76.0,8314,Pave,,AllPub,5,7,0.0,TA,TA,TA,Gd,816,TA,Y,816,0,816,0,1,2,1,TA,5,0,,1,264,TA,168,0,0,,,,124500
RL,55.0,7264,Pave,,AllPub,7,7,0.0,Gd,Gd,TA,No,952,Gd,N,952,596,1548,0,2,3,1,Ex,5,0,,2,672,TA,74,0,144,,,,205000
RL,129.0,9196,Pave,,AllPub,7,5,0.0,Gd,TA,Ex,No,1560,Ex,Y,1560,0,1560,0,2,3,1,Gd,7,0,,2,573,TA,100,150,0,,,,201000
RL,140.0,19138,Pave,,AllPub,4,5,0.0,TA,TA,TA,No,864,Ex,Y,864,0,864,0,1,2,1,TA,4,0,,2,400,TA,0,0,0,,,,141000
RL,107.0,14450,Pave,,AllPub,9,5,315.0,Ex,TA,Ex,Gd,2121,Ex,Y,2121,0,2121,0,2,3,1,Ex,8,1,Ex,3,732,TA,124,98,142,,,,415298
RL,83.0,10005,Pave,,AllPub,7,5,299.0,TA,TA,Gd,No,1160,Ex,Y,1156,866,2022,0,2,4,1,TA,8,1,TA,2,505,TA,288,117,0,,,,192000
RL,82.0,11287,Pave,,AllPub,7,6,340.0,Gd,TA,Gd,Av,807,Gd,Y,1175,807,1982,0,2,3,1,Gd,7,1,TA,2,575,TA,0,84,0,,,,228500
FV,60.0,7200,Pave,Pave,AllPub,6,5,68.0,Gd,TA,Gd,No,1262,Gd,Y,1262,0,1262,0,2,2,1,Gd,5,0,,2,572,TA,0,120,0,,,,185000
RL,34.0,5063,Pave,,AllPub,7,5,166.0,Gd,TA,Gd,No,1314,Ex,Y,1314,0,1314,1,2,2,1,Gd,6,1,Gd,2,626,TA,172,62,0,,,,207500
RL,74.0,9612,Pave,,AllPub,8,5,72.0,Gd,TA,Gd,No,1468,Ex,Y,1468,0,1468,0,2,3,1,Gd,6,1,Gd,3,898,TA,210,150,0,,,,244600
RL,50.0,8012,Pave,,AllPub,6,5,0.0,Gd,TA,Gd,No,1575,Gd,Y,1575,0,1575,1,2,2,1,Gd,5,0,,2,529,TA,0,0,0,,,,179200
FV,35.0,4251,Pave,Pave,AllPub,7,5,0.0,Gd,TA,Gd,No,625,Ex,Y,625,625,1250,0,2,2,1,Gd,5,0,,2,528,TA,0,54,0,,,,164700
